x,y,label
-22.402681,-1.1655912,11
-24.246553,2.6180162,11
-26.959314,0.55047935,11
-27.02223,0.03850759,11
-26.817493,0.015814716,11
-25.859652,0.6725235,11
-26.203707,1.9777786,11
-27.164452,4.718792,11
-27.471922,3.7969446,11
-27.699642,4.114499,11
-27.075874,-0.54964626,11
-27.670635,-0.038585633,11
-27.041744,1.4925416,11
-27.155804,1.3633627,11
-30.163576,1.6854298,11
-28.060196,2.359785,11
-27.436361,4.839276,11
-28.69785,4.515485,11
-30.549417,1.9709891,11
-28.648922,2.1744764,11
-29.870205,5.529807,11
-27.667397,4.0611253,11
-28.658035,2.1017513,11
-28.654726,4.5163093,11
-28.94387,4.1668077,11
-45.06726,-8.558118,11
-28.108414,2.287915,11
-29.654678,5.023911,11
-28.690496,3.5123906,11
-29.380629,2.13588,11
-28.90237,4.9761543,11
-29.503428,4.276259,11
-30.20648,2.9598336,11
-30.184223,1.9869474,11
-30.220058,2.1007419,11
-28.622932,2.578054,11
-26.24476,4.400332,11
-30.035704,4.502377,11
-2.1964948,32.466747,12
-0.8698893,29.269148,12
-0.37748948,34.072952,12
-0.96148396,29.659449,12
-2.7727194,33.82568,12
-2.0142813,29.329031,12
-0.89252406,33.71917,12
-1.7072493,29.859652,12
-1.9549439,35.66502,12
-0.72861135,33.908287,12
-1.0505018,31.062181,12
-1.8440634,29.308271,12
-2.0622947,34.32036,12
0.23438853,33.78982,12
-0.593491,31.844297,12
-0.47985515,29.917828,12
-1.7570728,33.985794,12
-1.4202131,34.854557,12
1.6511017,34.21365,12
-0.67397404,31.58058,12
-0.6917067,29.41419,12
-1.6292366,36.36978,12
0.7062895,34.769608,12
1.3400553,36.73642,12
-1.3875326,30.385561,12
-1.2708886,30.046663,12
-0.75774324,29.002422,12
-1.5696402,36.747303,12
-1.7387226,36.496754,12
-0.89292085,36.655846,12
-1.75003,36.935814,12
-1.9059952,36.715958,12
-1.7017524,35.62418,12
-2.1301513,36.456284,12
-1.1584013,35.19676,12
-0.44735095,34.296143,12
-0.10937564,34.65944,12
-0.3292311,34.21336,12
0.21623932,34.210865,12
-0.49600807,30.692204,12
7.320553,-14.429362,13
7.99609,-16.603846,13
7.453324,-17.156672,13
8.003843,-14.478223,13
7.489256,-16.891928,13
7.9471445,-14.011801,13
6.863434,-14.296358,13
7.6440363,-16.537119,13
7.808497,-15.402043,13
6.722084,-16.34862,13
7.1538043,-14.685773,13
6.962999,-15.296568,13
7.804464,-14.957544,13
